## htsjdk.samtools.metrics.StringHeader
# MarkDuplicatesSpark --output marked_duplicates_ERR2299966.bam --metrics-file marked_dup_metrics_ERR2299966.txt --input ERR2299966.bam --allow-multiple-sort-orders-in-input false --treat-unsorted-as-querygroup-ordered false --duplicate-scoring-strategy SUM_OF_BASE_QUALITIES --do-not-mark-unmapped-mates false --duplicate-tagging-policy DontTag --remove-all-duplicates false --remove-sequencing-duplicates false --read-name-regex <optimized capture of last three ':' separated fields as numeric values> --optical-duplicate-pixel-distance 100 --read-validation-stringency SILENT --interval-set-rule UNION --interval-padding 0 --interval-exclusion-padding 0 --interval-merging-rule ALL --bam-partition-size 0 --use-nio false --disable-sequence-dictionary-validation false --add-output-vcf-command-line true --sharded-output false --num-reducers 0 --create-output-bam-index true --create-output-bam-splitting-index true --splitting-index-granularity 4096 --create-output-variant-index true --spark-master local[*] --help false --version false --showHidden false --verbosity INFO --QUIET false --use-jdk-deflater false --use-jdk-inflater false --gcs-max-retries 20 --gcs-project-for-requester-pays  --disable-tool-default-read-filters false
## htsjdk.samtools.metrics.StringHeader
# Started on: April 11, 2021 5:33:42 PM CEST

## METRICS CLASS	org.broadinstitute.hellbender.utils.read.markduplicates.GATKDuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	3591	1584895	11493	241707	1824	26163	0	0.017064	47474901

## HISTOGRAM	java.lang.Double
BIN	CoverageMult
3.0	2.936301
4.0	3.873508
5.0	4.790671
6.0	5.688221
7.0	6.566577
8.0	7.426148
9.0	8.267338
10.0	9.090538
11.0	9.896134
12.0	10.684501
13.0	11.45601
14.0	12.211019
15.0	12.949882
16.0	13.672945
17.0	14.380544
18.0	15.073012
19.0	15.75067
20.0	16.413837
21.0	17.062822
22.0	17.697927
23.0	18.319451
24.0	18.927684
25.0	19.522909
26.0	20.105405
27.0	20.675444
28.0	21.233293
29.0	21.779212
30.0	22.313456
31.0	22.836275
32.0	23.347914
33.0	23.848611
34.0	24.3386
35.0	24.818111
36.0	25.287368
37.0	25.746589
38.0	26.195989
39.0	26.635779
40.0	27.066164
41.0	27.487345
42.0	27.899519
43.0	28.302879
44.0	28.697612
45.0	29.083904
46.0	29.461935
47.0	29.831882
48.0	30.193917
49.0	30.54821
50.0	30.894926
51.0	31.234228
52.0	31.566274
53.0	31.891218
54.0	32.209214
55.0	32.520409
56.0	32.824949
57.0	33.122977
58.0	33.414631
59.0	33.700048
60.0	33.979361
61.0	34.252701
62.0	34.520195
63.0	34.78197
64.0	35.038145
65.0	35.288843
66.0	35.534179
67.0	35.774269
68.0	36.009224
69.0	36.239155
70.0	36.464168
71.0	36.68437
72.0	36.899863
73.0	37.110747
74.0	37.317121
75.0	37.519082
76.0	37.716724
77.0	37.910139
78.0	38.099418
79.0	38.284649
80.0	38.465919
81.0	38.643312
82.0	38.816912
83.0	38.9868
84.0	39.153054
85.0	39.315753
86.0	39.474972
87.0	39.630787
88.0	39.783269
89.0	39.932491
90.0	40.078521
91.0	40.221428
92.0	40.36128
93.0	40.49814
94.0	40.632074
95.0	40.763143
96.0	40.89141
97.0	41.016933
98.0	41.139773
99.0	41.259985
100.0	41.377626

## htsjdk.samtools.metrics.StringHeader
# MarkDuplicatesSpark --output marked_duplicates_ERR2299974.bam --metrics-file marked_dup_metrics_ERR2299974.txt --input ERR2299974.bam --allow-multiple-sort-orders-in-input false --treat-unsorted-as-querygroup-ordered false --duplicate-scoring-strategy SUM_OF_BASE_QUALITIES --do-not-mark-unmapped-mates false --duplicate-tagging-policy DontTag --remove-all-duplicates false --remove-sequencing-duplicates false --read-name-regex <optimized capture of last three ':' separated fields as numeric values> --optical-duplicate-pixel-distance 100 --read-validation-stringency SILENT --interval-set-rule UNION --interval-padding 0 --interval-exclusion-padding 0 --interval-merging-rule ALL --bam-partition-size 0 --use-nio false --disable-sequence-dictionary-validation false --add-output-vcf-command-line true --sharded-output false --num-reducers 0 --create-output-bam-index true --create-output-bam-splitting-index true --splitting-index-granularity 4096 --create-output-variant-index true --spark-master local[*] --help false --version false --showHidden false --verbosity INFO --QUIET false --use-jdk-deflater false --use-jdk-inflater false --gcs-max-retries 20 --gcs-project-for-requester-pays  --disable-tool-default-read-filters false
## htsjdk.samtools.metrics.StringHeader
# Started on: April 11, 2021 6:27:01 PM CEST

## METRICS CLASS	org.broadinstitute.hellbender.utils.read.markduplicates.GATKDuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	1431	508649	3675	35993	356	6198	0	0.012518	20701659

## HISTOGRAM	java.lang.Double
BIN	CoverageMult
1.0	1
2.0	1.975729
3.0	2.927776
4.0	3.856716
5.0	4.763109
6.0	5.647504
7.0	6.510433
8.0	7.352418
9.0	8.173967
10.0	8.975576
11.0	9.757729
12.0	10.520899
13.0	11.265546
14.0	11.992119
15.0	12.701058
16.0	13.39279
17.0	14.067733
18.0	14.726294
19.0	15.368871
20.0	15.995853
21.0	16.607617
22.0	17.204532
23.0	17.78696
24.0	18.355252
25.0	18.909751
26.0	19.450791
27.0	19.9787
28.0	20.493796
29.0	20.99639
30.0	21.486786
31.0	21.965279
32.0	22.432159
33.0	22.887707
34.0	23.332198
35.0	23.765901
36.0	24.189078
37.0	24.601983
38.0	25.004867
39.0	25.397973
40.0	25.781537
41.0	26.155792
42.0	26.520964
43.0	26.877272
44.0	27.224933
45.0	27.564155
46.0	27.895144
47.0	28.2181
48.0	28.533217
49.0	28.840685
50.0	29.140692
51.0	29.433417
52.0	29.719037
53.0	29.997724
54.0	30.269648
55.0	30.534972
56.0	30.793856
57.0	31.046457
58.0	31.292927
59.0	31.533415
60.0	31.768066
61.0	31.997021
62.0	32.22042
63.0	32.438397
64.0	32.651083
65.0	32.858607
66.0	33.061094
67.0	33.258666
68.0	33.451443
69.0	33.639542
70.0	33.823075
71.0	34.002153
72.0	34.176885
73.0	34.347376
74.0	34.51373
75.0	34.676045
76.0	34.834421
77.0	34.988953
78.0	35.139734
79.0	35.286856
80.0	35.430407
81.0	35.570474
82.0	35.707141
83.0	35.840491
84.0	35.970605
85.0	36.097561
86.0	36.221435
87.0	36.342303
88.0	36.460237
89.0	36.575309
90.0	36.687588
91.0	36.797141
92.0	36.904036
93.0	37.008336
94.0	37.110105
95.0	37.209404
96.0	37.306293
97.0	37.40083
98.0	37.493072
99.0	37.583076
100.0	37.670895

## htsjdk.samtools.metrics.StringHeader
# MarkDuplicatesSpark --output marked_duplicates_ERR2299975.bam --metrics-file marked_dup_metrics_ERR2299975.txt --input ERR2299975.bam --allow-multiple-sort-orders-in-input false --treat-unsorted-as-querygroup-ordered false --duplicate-scoring-strategy SUM_OF_BASE_QUALITIES --do-not-mark-unmapped-mates false --duplicate-tagging-policy DontTag --remove-all-duplicates false --remove-sequencing-duplicates false --read-name-regex <optimized capture of last three ':' separated fields as numeric values> --optical-duplicate-pixel-distance 100 --read-validation-stringency SILENT --interval-set-rule UNION --interval-padding 0 --interval-exclusion-padding 0 --interval-merging-rule ALL --bam-partition-size 0 --use-nio false --disable-sequence-dictionary-validation false --add-output-vcf-command-line true --sharded-output false --num-reducers 0 --create-output-bam-index true --create-output-bam-splitting-index true --splitting-index-granularity 4096 --create-output-variant-index true --spark-master local[*] --help false --version false --showHidden false --verbosity INFO --QUIET false --use-jdk-deflater false --use-jdk-inflater false --gcs-max-retries 20 --gcs-project-for-requester-pays  --disable-tool-default-read-filters false
## htsjdk.samtools.metrics.StringHeader
# Started on: April 11, 2021 6:32:22 PM CEST

## METRICS CLASS	org.broadinstitute.hellbender.utils.read.markduplicates.GATKDuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	2318	737692	12842	699760	747	20649	0	0.028453	12930077

## HISTOGRAM	java.lang.Double
BIN	CoverageMult
1.0	1
2.0	1.944545
3.0	2.836709
4.0	3.679398
5.0	4.475355
6.0	5.227173
7.0	5.937298
8.0	6.608042
9.0	7.24159
10.0	7.840005
11.0	8.405234
12.0	8.939118
13.0	9.443395
14.0	9.919708
15.0	10.369606
16.0	10.794555
17.0	11.195939
18.0	11.575063
19.0	11.933163
20.0	12.271404
21.0	12.590888
22.0	12.892655
23.0	13.177687
24.0	13.446913
25.0	13.701209
26.0	13.941402
27.0	14.168276
28.0	14.382568
29.0	14.584976
30.0	14.77616
31.0	14.956742
32.0	15.127309
33.0	15.288418
34.0	15.440592
35.0	15.584327
36.0	15.720092
37.0	15.848327
38.0	15.969451
39.0	16.083859
40.0	16.191921
41.0	16.293991
42.0	16.390401
43.0	16.481464
44.0	16.567477
45.0	16.648721
46.0	16.725459
47.0	16.797941
48.0	16.866404
49.0	16.931071
50.0	16.992151
51.0	17.049844
52.0	17.104337
53.0	17.155809
54.0	17.204426
55.0	17.250347
56.0	17.293722
57.0	17.334691
58.0	17.373388
59.0	17.409939
60.0	17.444464
61.0	17.477073
62.0	17.507875
63.0	17.536968
64.0	17.564448
65.0	17.590404
66.0	17.61492
67.0	17.638077
68.0	17.65995
69.0	17.68061
70.0	17.700124
71.0	17.718556
72.0	17.735966
73.0	17.75241
74.0	17.767943
75.0	17.782614
76.0	17.796471
77.0	17.80956
78.0	17.821923
79.0	17.833601
80.0	17.844631
81.0	17.855049
82.0	17.86489
83.0	17.874185
84.0	17.882964
85.0	17.891257
86.0	17.899089
87.0	17.906487
88.0	17.913475
89.0	17.920076
90.0	17.92631
91.0	17.932199
92.0	17.937761
93.0	17.943015
94.0	17.947977
95.0	17.952665
96.0	17.957092
97.0	17.961273
98.0	17.965223
99.0	17.968954
100.0	17.972478

## htsjdk.samtools.metrics.StringHeader
# MarkDuplicatesSpark --output marked_duplicates_ERR2299976.bam --metrics-file marked_dup_metrics_ERR2299976.txt --input ERR2299976.bam --allow-multiple-sort-orders-in-input false --treat-unsorted-as-querygroup-ordered false --duplicate-scoring-strategy SUM_OF_BASE_QUALITIES --do-not-mark-unmapped-mates false --duplicate-tagging-policy DontTag --remove-all-duplicates false --remove-sequencing-duplicates false --read-name-regex <optimized capture of last three ':' separated fields as numeric values> --optical-duplicate-pixel-distance 100 --read-validation-stringency SILENT --interval-set-rule UNION --interval-padding 0 --interval-exclusion-padding 0 --interval-merging-rule ALL --bam-partition-size 0 --use-nio false --disable-sequence-dictionary-validation false --add-output-vcf-command-line true --sharded-output false --num-reducers 0 --create-output-bam-index true --create-output-bam-splitting-index true --splitting-index-granularity 4096 --create-output-variant-index true --spark-master local[*] --help false --version false --showHidden false --verbosity INFO --QUIET false --use-jdk-deflater false --use-jdk-inflater false --gcs-max-retries 20 --gcs-project-for-requester-pays  --disable-tool-default-read-filters false
## htsjdk.samtools.metrics.StringHeader
# Started on: April 11, 2021 6:37:11 PM CEST

## METRICS CLASS	org.broadinstitute.hellbender.utils.read.markduplicates.GATKDuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	5852	845280	68156	1119846	1900	30799	0	0.037431	11315869

## HISTOGRAM	java.lang.Double
BIN	CoverageMult
1.0	1
2.0	1.928023
3.0	2.78925
4.0	3.588488
5.0	4.3302
6.0	5.018526
7.0	5.657308
8.0	6.250113
9.0	6.800249
10.0	7.310788
11.0	7.784581
12.0	8.224271
13.0	8.632313
14.0	9.010986
15.0	9.362404
16.0	9.688527
17.0	9.991177
18.0	10.272043
19.0	10.532693
20.0	10.774583
21.0	10.999062
22.0	11.207384
23.0	11.400711
24.0	11.580124
25.0	11.746622
26.0	11.901137
27.0	12.04453
28.0	12.177603
29.0	12.301097
30.0	12.415702
31.0	12.522058
32.0	12.62076
33.0	12.712357
34.0	12.797361
35.0	12.876247
36.0	12.949455
37.0	13.017393
38.0	13.080442
39.0	13.138952
40.0	13.193251
41.0	13.243642
42.0	13.290406
43.0	13.333804
44.0	13.374078
45.0	13.411454
46.0	13.446139
47.0	13.478328
48.0	13.5082
49.0	13.535922
50.0	13.561648
51.0	13.585523
52.0	13.60768
53.0	13.628241
54.0	13.647323
55.0	13.665031
56.0	13.681465
57.0	13.696715
58.0	13.710869
59.0	13.724003
60.0	13.736192
61.0	13.747504
62.0	13.758001
63.0	13.767743
64.0	13.776784
65.0	13.785174
66.0	13.79296
67.0	13.800186
68.0	13.806891
69.0	13.813114
70.0	13.818889
71.0	13.824249
72.0	13.829222
73.0	13.833838
74.0	13.838121
75.0	13.842097
76.0	13.845786
77.0	13.849209
78.0	13.852386
79.0	13.855335
80.0	13.858071
81.0	13.86061
82.0	13.862966
83.0	13.865153
84.0	13.867183
85.0	13.869066
86.0	13.870814
87.0	13.872436
88.0	13.873941
89.0	13.875338
90.0	13.876635
91.0	13.877838
92.0	13.878954
93.0	13.87999
94.0	13.880952
95.0	13.881844
96.0	13.882672
97.0	13.883441
98.0	13.884154
99.0	13.884816
100.0	13.88543

## htsjdk.samtools.metrics.StringHeader
# MarkDuplicatesSpark --output marked_duplicates_ERR2299977.bam --metrics-file marked_dup_metrics_ERR2299977.txt --input ERR2299977.bam --allow-multiple-sort-orders-in-input false --treat-unsorted-as-querygroup-ordered false --duplicate-scoring-strategy SUM_OF_BASE_QUALITIES --do-not-mark-unmapped-mates false --duplicate-tagging-policy DontTag --remove-all-duplicates false --remove-sequencing-duplicates false --read-name-regex <optimized capture of last three ':' separated fields as numeric values> --optical-duplicate-pixel-distance 100 --read-validation-stringency SILENT --interval-set-rule UNION --interval-padding 0 --interval-exclusion-padding 0 --interval-merging-rule ALL --bam-partition-size 0 --use-nio false --disable-sequence-dictionary-validation false --add-output-vcf-command-line true --sharded-output false --num-reducers 0 --create-output-bam-index true --create-output-bam-splitting-index true --splitting-index-granularity 4096 --create-output-variant-index true --spark-master local[*] --help false --version false --showHidden false --verbosity INFO --QUIET false --use-jdk-deflater false --use-jdk-inflater false --gcs-max-retries 20 --gcs-project-for-requester-pays  --disable-tool-default-read-filters false
## htsjdk.samtools.metrics.StringHeader
# Started on: April 11, 2021 6:42:10 PM CEST

## METRICS CLASS	org.broadinstitute.hellbender.utils.read.markduplicates.GATKDuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	1693	757649	8638	86181	569	6005	0	0.008292	47543285

## HISTOGRAM	java.lang.Double
BIN	CoverageMult
1.0	1
2.0	1.98419
3.0	2.952821
4.0	3.906138
5.0	4.844383
6.0	5.767795
7.0	6.676608
8.0	7.571053
9.0	8.451357
10.0	9.317744
11.0	10.170433
12.0	11.009642
13.0	11.835583
14.0	12.648466
15.0	13.448498
16.0	14.235882
17.0	15.010817
18.0	15.773501
19.0	16.524127
20.0	17.262886
21.0	17.989965
22.0	18.70555
23.0	19.409821
24.0	20.102958
25.0	20.785137
26.0	21.45653
27.0	22.117309
28.0	22.767642
29.0	23.407693
30.0	24.037625
31.0	24.657598
32.0	25.267769
33.0	25.868294
34.0	26.459324
35.0	27.041011
36.0	27.613501
37.0	28.176941
38.0	28.731472
39.0	29.277237
40.0	29.814373
41.0	30.343018
42.0	30.863304
43.0	31.375366
44.0	31.879331
45.0	32.375329
46.0	32.863486
47.0	33.343925
48.0	33.816768
49.0	34.282136
50.0	34.740146
51.0	35.190916
52.0	35.634559
53.0	36.071188
54.0	36.500914
55.0	36.923846
56.0	37.340092
57.0	37.749757
58.0	38.152946
59.0	38.54976
60.0	38.940301
61.0	39.324667
62.0	39.702957
63.0	40.075266
64.0	40.441689
65.0	40.802319
66.0	41.157247
67.0	41.506565
68.0	41.850359
69.0	42.188719
70.0	42.521729
71.0	42.849474
72.0	43.172037
73.0	43.489501
74.0	43.801946
75.0	44.109452
76.0	44.412096
77.0	44.709955
78.0	45.003105
79.0	45.29162
80.0	45.575574
81.0	45.855039
82.0	46.130086
83.0	46.400784
84.0	46.667202
85.0	46.929409
86.0	47.18747
87.0	47.441452
88.0	47.691418
89.0	47.937432
90.0	48.179556
91.0	48.417853
92.0	48.652382
93.0	48.883204
94.0	49.110376
95.0	49.333957
96.0	49.554003
97.0	49.77057
98.0	49.983714
99.0	50.193487
100.0	50.399944

## htsjdk.samtools.metrics.StringHeader
# MarkDuplicatesSpark --output marked_duplicates_ERR2299978.bam --metrics-file marked_dup_metrics_ERR2299978.txt --input ERR2299978.bam --allow-multiple-sort-orders-in-input false --treat-unsorted-as-querygroup-ordered false --duplicate-scoring-strategy SUM_OF_BASE_QUALITIES --do-not-mark-unmapped-mates false --duplicate-tagging-policy DontTag --remove-all-duplicates false --remove-sequencing-duplicates false --read-name-regex <optimized capture of last three ':' separated fields as numeric values> --optical-duplicate-pixel-distance 100 --read-validation-stringency SILENT --interval-set-rule UNION --interval-padding 0 --interval-exclusion-padding 0 --interval-merging-rule ALL --bam-partition-size 0 --use-nio false --disable-sequence-dictionary-validation false --add-output-vcf-command-line true --sharded-output false --num-reducers 0 --create-output-bam-index true --create-output-bam-splitting-index true --splitting-index-granularity 4096 --create-output-variant-index true --spark-master local[*] --help false --version false --showHidden false --verbosity INFO --QUIET false --use-jdk-deflater false --use-jdk-inflater false --gcs-max-retries 20 --gcs-project-for-requester-pays  --disable-tool-default-read-filters false
## htsjdk.samtools.metrics.StringHeader
# Started on: April 11, 2021 6:46:24 PM CEST

## METRICS CLASS	org.broadinstitute.hellbender.utils.read.markduplicates.GATKDuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	8488	1419781	10319	174070	4210	26148	0	0.01984	38070822

## HISTOGRAM	java.lang.Double
BIN	CoverageMult
1.0	1
2.0	1.963394
3.0	2.891521
4.0	3.785673
5.0	4.647093
6.0	5.47698
7.0	6.276488
8.0	7.046729
9.0	7.788774
10.0	8.503656
11.0	9.192368
12.0	9.855869
13.0	10.495082
14.0	11.110896
15.0	11.704167
16.0	12.27572
17.0	12.826351
18.0	13.356825
19.0	13.867881
20.0	14.360229
21.0	14.834554
22.0	15.291515
23.0	15.731749
24.0	16.155867
25.0	16.56446
26.0	16.958096
27.0	17.337323
28.0	17.702667
29.0	18.054637
30.0	18.393723
31.0	18.720397
32.0	19.035112
33.0	19.338306
34.0	19.630402
35.0	19.911805
36.0	20.182907
37.0	20.444085
38.0	20.695702
39.0	20.938108
40.0	21.171641
41.0	21.396625
42.0	21.613373
43.0	21.822187
44.0	22.023357
45.0	22.217162
46.0	22.403874
47.0	22.58375
48.0	22.757042
49.0	22.92399
50.0	23.084827
51.0	23.239776
52.0	23.389053
53.0	23.532866
54.0	23.671414
55.0	23.804891
56.0	23.933481
57.0	24.057364
58.0	24.176712
59.0	24.291692
60.0	24.402462
61.0	24.509178
62.0	24.611987
63.0	24.711032
64.0	24.806452
65.0	24.898379
66.0	24.986941
67.0	25.072261
68.0	25.154457
69.0	25.233645
70.0	25.309934
71.0	25.38343
72.0	25.454236
73.0	25.52245
74.0	25.588167
75.0	25.651478
76.0	25.712471
77.0	25.771232
78.0	25.827842
79.0	25.88238
80.0	25.934921
81.0	25.985538
82.0	26.034303
83.0	26.081283
84.0	26.126543
85.0	26.170146
86.0	26.212153
87.0	26.252623
88.0	26.29161
89.0	26.329171
90.0	26.365357
91.0	26.400218
92.0	26.433803
93.0	26.466158
94.0	26.49733
95.0	26.52736
96.0	26.55629
97.0	26.584162
98.0	26.611014
99.0	26.636882
100.0	26.661804

## htsjdk.samtools.metrics.StringHeader
# MarkDuplicatesSpark --output marked_duplicates_ERR2299979.bam --metrics-file marked_dup_metrics_ERR2299979.txt --input ERR2299979.bam --allow-multiple-sort-orders-in-input false --treat-unsorted-as-querygroup-ordered false --duplicate-scoring-strategy SUM_OF_BASE_QUALITIES --do-not-mark-unmapped-mates false --duplicate-tagging-policy DontTag --remove-all-duplicates false --remove-sequencing-duplicates false --read-name-regex <optimized capture of last three ':' separated fields as numeric values> --optical-duplicate-pixel-distance 100 --read-validation-stringency SILENT --interval-set-rule UNION --interval-padding 0 --interval-exclusion-padding 0 --interval-merging-rule ALL --bam-partition-size 0 --use-nio false --disable-sequence-dictionary-validation false --add-output-vcf-command-line true --sharded-output false --num-reducers 0 --create-output-bam-index true --create-output-bam-splitting-index true --splitting-index-granularity 4096 --create-output-variant-index true --spark-master local[*] --help false --version false --showHidden false --verbosity INFO --QUIET false --use-jdk-deflater false --use-jdk-inflater false --gcs-max-retries 20 --gcs-project-for-requester-pays  --disable-tool-default-read-filters false
## htsjdk.samtools.metrics.StringHeader
# Started on: April 11, 2021 6:52:38 PM CEST

## METRICS CLASS	org.broadinstitute.hellbender.utils.read.markduplicates.GATKDuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	3287	760994	6034	106363	1060	4794	0	0.006981	60145720

## HISTOGRAM	java.lang.Double
BIN	CoverageMult
1.0	1
2.0	1.987427
3.0	2.96244
4.0	3.925194
5.0	4.875843
6.0	5.81454
7.0	6.741435
8.0	7.656676
9.0	8.56041
10.0	9.452782
11.0	10.333934
12.0	11.204008
13.0	12.063142
14.0	12.911474
15.0	13.749141
16.0	14.576276
17.0	15.393011
18.0	16.199478
19.0	16.995805
20.0	17.78212
21.0	18.558549
22.0	19.325217
23.0	20.082245
24.0	20.829755
25.0	21.567866
26.0	22.296698
27.0	23.016366
28.0	23.726986
29.0	24.428671
30.0	25.121534
31.0	25.805686
32.0	26.481237
33.0	27.148294
34.0	27.806963
35.0	28.457352
36.0	29.099564
37.0	29.733701
38.0	30.359865
39.0	30.978156
40.0	31.588674
41.0	32.191516
42.0	32.786779
43.0	33.374557
44.0	33.954946
45.0	34.528037
46.0	35.093923
47.0	35.652694
48.0	36.20444
49.0	36.749249
50.0	37.287208
51.0	37.818403
52.0	38.34292
53.0	38.860843
54.0	39.372253
55.0	39.877234
56.0	40.375865
57.0	40.868228
58.0	41.3544
59.0	41.834459
60.0	42.308483
61.0	42.776547
62.0	43.238726
63.0	43.695094
64.0	44.145725
65.0	44.590689
66.0	45.03006
67.0	45.463906
68.0	45.892297
69.0	46.315303
70.0	46.73299
71.0	47.145425
72.0	47.552675
73.0	47.954805
74.0	48.351879
75.0	48.743961
76.0	49.131113
77.0	49.513397
78.0	49.890875
79.0	50.263607
80.0	50.631653
81.0	50.995071
82.0	51.353921
83.0	51.708258
84.0	52.058141
85.0	52.403624
86.0	52.744764
87.0	53.081615
88.0	53.41423
89.0	53.742664
90.0	54.066968
91.0	54.387195
92.0	54.703396
93.0	55.015621
94.0	55.323921
95.0	55.628344
96.0	55.928941
97.0	56.225757
98.0	56.518842
99.0	56.808242
100.0	57.094004

## htsjdk.samtools.metrics.StringHeader
# MarkDuplicatesSpark --output marked_duplicates_ERR2299980.bam --metrics-file marked_dup_metrics_ERR2299980.txt --input ERR2299980.bam --allow-multiple-sort-orders-in-input false --treat-unsorted-as-querygroup-ordered false --duplicate-scoring-strategy SUM_OF_BASE_QUALITIES --do-not-mark-unmapped-mates false --duplicate-tagging-policy DontTag --remove-all-duplicates false --remove-sequencing-duplicates false --read-name-regex <optimized capture of last three ':' separated fields as numeric values> --optical-duplicate-pixel-distance 100 --read-validation-stringency SILENT --interval-set-rule UNION --interval-padding 0 --interval-exclusion-padding 0 --interval-merging-rule ALL --bam-partition-size 0 --use-nio false --disable-sequence-dictionary-validation false --add-output-vcf-command-line true --sharded-output false --num-reducers 0 --create-output-bam-index true --create-output-bam-splitting-index true --splitting-index-granularity 4096 --create-output-variant-index true --spark-master local[*] --help false --version false --showHidden false --verbosity INFO --QUIET false --use-jdk-deflater false --use-jdk-inflater false --gcs-max-retries 20 --gcs-project-for-requester-pays  --disable-tool-default-read-filters false
## htsjdk.samtools.metrics.StringHeader
# Started on: April 11, 2021 6:56:17 PM CEST

## METRICS CLASS	org.broadinstitute.hellbender.utils.read.markduplicates.GATKDuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	4987	897489	44636	1026645	1806	37324	0	0.042475	10489179

## HISTOGRAM	java.lang.Double
BIN	CoverageMult
1.0	1
2.0	1.917995
3.0	2.76071
4.0	3.534318
5.0	4.244486
6.0	4.896417
7.0	5.494887
8.0	6.044278
9.0	6.548617
10.0	7.011598
11.0	7.436612
12.0	7.826773
13.0	8.184938
14.0	8.513733
15.0	8.815564
16.0	9.092644
17.0	9.347002
18.0	9.580501
19.0	9.794852
20.0	9.991625
21.0	10.172262
22.0	10.338086
23.0	10.490311
24.0	10.630053
25.0	10.758336
26.0	10.876099
27.0	10.984205
28.0	11.083445
29.0	11.174547
30.0	11.258179
31.0	11.334952
32.0	11.405429
33.0	11.470127
34.0	11.529519
35.0	11.584041
36.0	11.634092
37.0	11.680039
38.0	11.722217
39.0	11.760937
40.0	11.796481
41.0	11.829111
42.0	11.859065
43.0	11.886562
44.0	11.911805
45.0	11.934978
46.0	11.95625
47.0	11.975778
48.0	11.993704
49.0	12.010161
50.0	12.025268
51.0	12.039136
52.0	12.051867
53.0	12.063553
54.0	12.074282
55.0	12.08413
56.0	12.093171
57.0	12.101471
58.0	12.10909
59.0	12.116084
60.0	12.122505
61.0	12.128399
62.0	12.13381
63.0	12.138777
64.0	12.143337
65.0	12.147522
66.0	12.151365
67.0	12.154893
68.0	12.158131
69.0	12.161103
70.0	12.163832
71.0	12.166337
72.0	12.168637
73.0	12.170748
74.0	12.172686
75.0	12.174465
76.0	12.176098
77.0	12.177597
78.0	12.178974
79.0	12.180237
80.0	12.181397
81.0	12.182462
82.0	12.183439
83.0	12.184336
84.0	12.18516
85.0	12.185916
86.0	12.18661
87.0	12.187247
88.0	12.187832
89.0	12.188369
90.0	12.188862
91.0	12.189315
92.0	12.18973
93.0	12.190111
94.0	12.190461
95.0	12.190783
96.0	12.191078
97.0	12.191349
98.0	12.191597
99.0	12.191825
